age_years,gender,ssc_percentage,hsc_percentage,degree_percentage,degree_specialization,technical_score,aptitude_score,communication_score,skills_match_percentage,certifications_count,internship_experience,years_of_experience,career_switch_willingness,relevant_experience,previous_ctc_lpa,expected_ctc_lpa,company_tier,job_role_match,competition_level,bond_requirement,notice_period_days,layoff_history,employment_gap_months,relocation_willingness,status,academic_band,experience_category,skills_match_level,interview_score_avg,interview_performance,placement_probability_score,ctc_gap,ctc_gap_flag
-0.1255684261965878,1,-0.6353755542545143,1.291098040327398,0.9313939362650538,0,-0.8271248814827522,2.576074956938984,-0.1647464289547773,0.4757803180080775,0.5064812774136424,0,-0.3561076550296228,1,1,-0.6183012828130372,-0.7695378869999017,2,1,2,0,-0.2017248148935435,0,3.4061342923022,0,0,Low,Fresher,Low,0.5280678821671515,Poor,0.0047578031800807755,-0.15123660418686447,0
-0.8708460508507615,1,-0.2721078249650457,-1.1694542466993114,-0.963691803213248,1,0.3290146754519999,-0.94874606325057,-0.507639731620572,-0.0526835459467473,-0.3378454563707936,1,-1.0938799711461875,0,1,2.359008575800286,0.8816261481540448,0,0,0,1,-0.8143820046687094,0,-0.6787996938007361,0,0,Low,Fresher,,-0.37579037313971403,Poor,-0.000526835459467473,-1.477382427646241,0
1.3649868231117597,0,0.5005964993680975,-0.2432023406101338,2.0516060129300566,2,0.3726301262448621,-0.5461059098053581,1.351318989725062,0.1296820520073888,-0.3378454563707936,1,-0.3561076550296228,1,1,0.450389518344394,-0.8781470763808824,2,1,1,0,-0.8143820046687094,0,0.0020226372164198,0,1,Low,Fresher,Low,0.39261440205485526,Poor,0.001296820520073888,-1.3285365947252763,0
0.8681350733423104,1,0.5331541781092892,0.1211175048444452,-0.406301256311827,3,0.913382491816481,-0.3007014021323978,-1.248189825889067,-0.0221332487916104,0.5064812774136424,0,-1.0938799711461875,0,1,-1.277393793215268,0.6085745104530044,1,0,1,0,-0.8143820046687094,1,0.6828449682335759,1,0,Low,Fresher,,-0.21183624540166124,Poor,-0.000221332487916104,1.8859683036682724,0
0.1228574486881367,1,-1.2252700626959436,-1.4931633484198297,0.3951544434385103,2,0.0218706317195992,0.1721391251117992,-0.4712014902090854,1.2766807253754846,-0.3378454563707936,0,-1.0938799711461875,1,0,1.4603756637127916,0.2588752963766345,1,0,2,0,-0.8143820046687094,0,0.0020226372164198,1,0,Low,Fresher,Low,-0.09239724445922899,Poor,0.012766807253754847,-1.201500367336157,0
1.3649868231117597,0,-1.2039379963781072,-1.4368023974823565,-0.0628037217307222,4,1.4370642793168635,-1.785132918200253,-1.864045923495628,0.3705160506003629,-0.3378454563707936,1,-0.3561076550296228,0,1,0.0347783418495956,-1.6957716245184962,1,1,1,0,1.6362467544319543,0,-0.6787996938007361,0,1,Low,Fresher,Low,-0.7373715207930059,Poor,0.003705160506003629,-1.7305499663680917,0
-0.6224201759660369,0,1.0578171580227007,0.4247461630254827,0.2311831179279097,3,1.4458476579760038,-1.694907996837768,0.4281738848536501,0.5085968806107467,-0.3378454563707936,1,-0.3561076550296228,0,1,1.4597148781859746,-0.3375729102488563,1,0,1,0,-0.8143820046687094,0,-0.6787996938007361,0,1,Low,Fresher,Low,0.059704515330628614,Poor,0.005085968806107467,-1.7972877884348308,0
-0.1255684261965878,0,-0.0038238639753995,-0.8478583627183687,-0.5516541870620676,4,0.6448483713853714,-0.7673595546868109,1.0372520977988904,0.3059860805287576,-1.1821721901552296,1,1.119436977203507,1,1,1.5110509582797076,-0.0267407800635421,0,0,2,0,-0.8143820046687094,0,-0.6787996938007361,0,1,Low,Fresher,Low,0.30491363816581696,Poor,0.003059860805287576,-1.5377917383432498,0
0.6197091984575859,0,-0.0598397492342402,0.506983119738904,0.2111875329285791,3,0.8650608995238991,-0.1368866924180708,1.566825520465014,-0.509206259046547,1.3508080111980785,1,0.3816646610869422,0,1,-0.3079180833835636,-1.6957716245184962,2,0,1,0,-0.2017248148935435,0,-0.6787996938007361,1,1,Low,Fresher,,0.7649999091902808,Poor,-0.00509206259046547,-1.3878535411349326,0
-1.1192719257354862,0,0.1249742445610826,0.4058435514300356,-0.0807602304846372,3,-1.136499987419665,-0.2972909017438304,-0.6599854746859549,1.7964554446199563,-1.1821721901552296,0,0.3816646610869422,1,1,0.5084562054341584,-1.6656982067239576,0,1,0,1,-0.8143820046687094,0,-0.6787996938007361,1,0,Low,Fresher,Low,-0.6979254546164834,Poor,0.017964554446199564,-2.1741544121581162,0
-0.1255684261965878,1,1.5101998470532287,1.3871383075015635,1.0412014072411837,1,0.7094057239745474,-0.5122703454490695,-0.6455864148148349,-0.5026545412636452,0.5064812774136424,0,-0.3561076550296228,0,1,-0.4493794531478155,-1.233344875291731,2,0,2,0,1.6362467544319543,0,0.6828449682335759,0,0,Low,Fresher,,-0.149483678763119,Poor,-0.005026545412636451,-0.7839654221439156,0
0.8681350733423104,0,1.3615070960935138,2.212938004453232,1.985378041929981,2,-0.293967411735353,0.275525695719202,1.417231854849461,0.5183350247632762,-0.3378454563707936,1,-1.0938799711461875,1,1,0.2275368381337504,-1.6957716245184962,0,1,2,0,-0.2017248148935435,0,3.4061342923022,1,0,Low,Fresher,Low,0.4662633796111033,Poor,0.005183350247632762,-1.9233084626522465,0
0.8681350733423104,0,0.3515409809739364,-0.1725393860701088,-0.3813296962929788,4,1.4824639727049165,-0.5590132037242681,1.1103389750433608,0.042264711694558,-0.3378454563707936,0,-1.0938799711461875,1,0,0.8344587419865881,-1.4617628129973332,2,0,1,1,2.861561133982286,0,0.0020226372164198,1,0,Low,Fresher,Low,0.6779299146746697,Poor,0.00042264711694557996,-2.296221554983921,0
0.1228574486881367,1,-0.6946710123602332,-0.532802396863328,-0.3463476869394181,0,-0.3970085057465532,0.5566659510616704,0.382310402129803,0.0783240786477946,-1.1821721901552296,1,1.8572092933200723,1,1,1.1484480085093625,1.3871314891582796,1,0,0,0,0.4109323748816224,0,-0.6787996938007361,1,1,Low,Fresher,Low,0.1806559491483067,Poor,0.000783240786477946,0.2386834806489171,0
-0.6224201759660369,1,2.381793513016392,2.011815865900844,1.7554253976740195,1,-0.6720745048945364,-0.0309037622487107,-0.5727183015002383,-0.625672872728263,0.5064812774136424,1,1.119436977203507,0,1,0.369359425399295,-0.5927483744724821,2,1,2,1,0.4109323748816224,0,-0.6787996938007361,1,0,Low,Fresher,,-0.42523218954782843,Poor,-0.0062567287272826295,-0.9621077998717771,0
-0.8708460508507615,1,0.7210544826673787,0.0210638486851868,-0.5206974285427883,0,-0.9934690799164188,-0.6367627884506694,0.8715015252349898,2.050129434469442,0.5064812774136424,0,1.119436977203507,1,1,0.1906755620255329,0.3527087660992569,2,0,1,0,-0.8143820046687094,0,0.6828449682335759,1,0,Low,Fresher,Low,-0.25291011437736616,Poor,0.02050129434469442,0.16203320407372399,0
0.1228574486881367,0,1.406704754205719,0.8429627962173348,0.4190192911408547,4,-0.4224937869109195,-0.926754691578772,-1.4152890530791116,0.765292517590695,1.3508080111980785,0,-1.0938799711461875,0,1,0.1706070959817672,-0.6290437819286822,0,0,2,0,-0.2017248148935435,0,-0.6787996938007361,1,0,Low,Fresher,Low,-0.9215125105229344,Poor,0.00765292517590695,-0.7996508779104494,0
0.1228574486881367,0,-0.2454419345471946,-1.137489456223452,0.5959720900840125,0,0.6506136944897932,0.232523198833255,-0.4834182270140455,0.8461346920424361,-0.3378454563707936,0,1.119436977203507,0,1,-1.0817161564701323,0.349678670529814,2,0,2,0,1.6362467544319543,0,-0.6787996938007361,1,0,Low,Fresher,Low,0.13323955543633423,Poor,0.008461346920424362,1.4313948269999464,0
-1.1192719257354862,1,-1.1900120750928345,-1.2269213345775185,-0.594052271362578,3,0.2256897660544704,0.5929062238619373,0.4337264238287514,-1.0240133916430485,-1.1821721901552296,0,-1.0938799711461875,1,1,1.0474385815761424,-0.6286521826150092,0,1,1,1,1.6362467544319543,0,0.0020226372164198,0,0,Low,Fresher,,0.41744080458171967,Poor,-0.010240133916430486,-1.6760907641911515,0
-0.3739943010813124,1,0.523621472232994,-0.2156019709316446,0.6526379747095412,2,0.553497177499265,1.3997915597336814,-2.13039836726993,-1.384884832934543,-1.1821721901552296,0,-1.0938799711461875,1,1,0.6112555972433876,0.8010513764236896,1,0,2,0,-0.2017248148935435,1,-0.6787996938007361,1,0,Low,Fresher,,-0.05903654334566122,Poor,-0.01384884832934543,0.189795779180302,0
-0.6224201759660369,0,0.0171154289749089,-0.8227581278722377,-0.8642106770632656,2,-0.0926795767123427,0.3513471701412974,0.925475962922939,0.0359971544348103,-1.1821721901552296,1,1.119436977203507,0,0,-1.222344811310236,0.8791545826116461,2,0,2,0,1.6362467544319543,0,-0.6787996938007361,1,0,Low,Fresher,Low,0.3947145187839645,Poor,0.000359971544348103,2.1014993939218822,0
-1.3676978006202107,1,1.6998345964240498,1.194341799202297,0.8207678577282606,1,-0.0395724580532415,-0.5020875991054833,0.1512507974203644,0.0107518079748693,0.5064812774136424,0,-0.3561076550296228,0,1,-0.052852582797213,-0.7483113820681422,1,0,2,0,0.4109323748816224,0,0.6828449682335759,1,0,Low,Fresher,Low,-0.1301364199127868,Poor,0.000107518079748693,-0.6954587992709291,0
